review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_praise,top_praise_clean,cluster_id,cluster_label,sentiment_type
741,2022,6,Business Class,Solo Leisure,Doha to London,United Kingdom,10,0.9,Yes,best flight experience in my 30+ years of international travel,best flight experience in my 30+ years of international travel,8,Good <-> Excellent/Exceptional,praise
742,2022,5,Business Class,Solo Leisure,Doha to Ahmedabad,United States,10,0.95,Yes,Manasvi and Sharan did an amazing job,manasvi and sharan did an amazing job,5,Class Experience,praise
743,2022,5,Economy Class,Family Leisure,Doha to Chicago,United States,9,0.8,Yes,wonderful service I got from the cabin crew,wonderful service i got from the cabin crew,6,Cabin Crew Friendly,praise
745,2022,5,Business Class,Solo Leisure,Bangkok to Stockholm via Doha,Sweden,10,0.95,Yes,best option to fly in Business class,best option to fly in business class,8,Good <-> Excellent/Exceptional,praise
746,2022,5,Economy Class,Solo Leisure,Melbourne to Dublin via Doha,Australia,10,0.95,Yes,"Great service, people, food, facilities and customer care","great service, people, food, facilities and customer care",0,Food: Good/Great,praise
747,2022,5,Economy Class,Solo Leisure,Doha to Johannesburg,South Africa,10,0.85,Yes,"incredible tasty food, extremely helpful crew","incredible tasty food, extremely helpful crew",0,Food: Good/Great,praise
748,2022,5,Economy Class,Solo Leisure,Johannesburg to Doha,Australia,8,0.9,Yes,"staff were so accommodating, fantastic","staff were so accommodating, fantastic",2,Friendly & Helpful,praise
749,2022,5,Business Class,Business,Cape Town to Montreal via Doha,Canada,10,0.9,Yes,Q-Suites are all what a traveller can dream of,q-suites are all what a traveller can dream of,7,QSuites Experience,praise
750,2022,5,Business Class,Solo Leisure,Montreal to Phuket via Doha,Canada,8,0.85,Yes,"suite is impressive and amazing, cabin crew polite and friendly","suite is impressive and amazing, cabin crew polite and friendly",6,Cabin Crew Friendly,praise
752,2022,5,Economy Class,Business,Belgrade to Doha via Manila,Philippines,6,-0.3,Yes,great experience flying with them,great experience flying with them,8,Good <-> Excellent/Exceptional,praise
754,2022,5,Economy Class,Solo Leisure,New York to Kathmandu via Doha,United States,10,0.9,Yes,Awesome food and great airline crew,awesome food and great airline crew,0,Food: Good/Great,praise
755,2022,5,Economy Class,Solo Leisure,Doha to Montreal,Canada,9,0.9,Yes,"Excellent inflight service, all cabin staff very courteous and helpful","excellent inflight service, all cabin staff very courteous and helpful",6,Cabin Crew Friendly,praise
756,2022,5,Economy Class,Couple Leisure,London to Jakarta via Doha,Indonesia,7,0.8,Yes,Helpful senior ticketing agent Mr Inam,helpful senior ticketing agent mr inam,5,Class Experience,praise
757,2022,5,Economy Class,Solo Leisure,Dammam to Boston via Doha,Kuwait,9,0.85,Yes,cabin crew were amazing,cabin crew were amazing,6,Cabin Crew Friendly,praise
759,2022,5,Business Class,Family Leisure,Amsterdam to Bangkok via Doha,United Kingdom,10,0.95,Yes,assistance from Lauren and Nabeel,assistance from lauren and nabeel,5,Class Experience,praise
760,2022,5,Economy Class,Solo Leisure,Thiruvananthapuram to Doha,Qatar,10,0.9,Yes,first class service in economy,first class service in economy,4,Good <-> Excellent/Exceptional,praise
761,2022,5,Economy Class,Solo Leisure,Warsaw to Phuket via Doha,Poland,10,0.9,Yes,cabin crew and service are exceptional,cabin crew and service are exceptional,6,Cabin Crew Friendly,praise
762,2022,5,Economy Class,Couple Leisure,Toronto to Tehran via Doha,Canada,10,0.85,Yes,"helpful, friendly and efficient staff","helpful, friendly and efficient staff",2,Friendly & Helpful,praise
763,2022,4,Economy Class,Business,Miami to Delhi via Doha,India,10,0.9,Yes,pleasant boarding process,pleasant boarding process,6,Cabin Crew Friendly,praise
764,2022,4,Economy Class,Solo Leisure,Doha to New York,United States,10,0.9,Yes,"outstanding crew, ready to help with a smile","outstanding crew, ready to help with a smile",6,Cabin Crew Friendly,praise
765,2022,4,Economy Class,Business,Doha to Kuala Lumpur,Malaysia,10,0.9,Yes,stewardess service beyond 5 star,stewardess service beyond 5 star,4,Good <-> Excellent/Exceptional,praise
766,2022,4,Economy Class,Family Leisure,Doha to San Francisco,United States,10,0.9,Yes,flight attendant was excellent,flight attendant was excellent,8,Good <-> Excellent/Exceptional,praise
768,2022,4,Business Class,Family Leisure,Adelaide to Doha,Australia,8,0.7,Yes,Cabin crew were very professional and attentive.,cabin crew were very professional and attentive.,6,Cabin Crew Friendly,praise
770,2022,4,Business Class,Solo Leisure,Warsaw to Bangkok via Doha,Thailand,3,-0.7,No,better service on Doha to Bangkok flight,better service on doha to bangkok flight,1,Doha Lounge Experience,praise
771,2022,4,Business Class,Business,Johannesburg to Doha,South Africa,4,-0.3,No,"good boarding service, comfy seats","good boarding service, comfy seats",3,Comfortable Seats,praise
773,2022,4,Economy Class,Solo Leisure,New York to Doha,Philippines,9,0.85,Yes,crew are very accommodating and friendly,crew are very accommodating and friendly,6,Cabin Crew Friendly,praise
774,2022,4,Business Class,Solo Leisure,Oslo to Phuket via Doha,Norway,10,0.95,Yes,"superb service, amazing food","superb service, amazing food",0,Food: Good/Great,praise
775,2022,4,Economy Class,Solo Leisure,Barcelona to Kuala Lumpur via Doha,France,9,0.9,Yes,"5* service, pilots great","5* service, pilots great",8,Good <-> Excellent/Exceptional,praise
777,2022,4,Business Class,Solo Leisure,Sydney to Doha,United Kingdom,10,0.95,Yes,service and quality of product just seems to get better and better,service and quality of product just seems to get better and better,4,Good <-> Excellent/Exceptional,praise
778,2022,4,Business Class,Solo Leisure,Paris to Doha,United Kingdom,10,0.9,Yes,high quality service and great dining options,high quality service and great dining options,0,Food: Good/Great,praise
779,2022,4,Business Class,Solo Leisure,Doha to Melbourne,United Kingdom,10,0.85,Yes,service is exceptional,service is exceptional,4,Good <-> Excellent/Exceptional,praise
780,2022,4,Economy Class,Solo Leisure,Frankfurt to Lahore via Doha,Canada,10,0.9,Yes,extra ordinary hospitality and co-operation from cabin crew,extra ordinary hospitality and co-operation from cabin crew,6,Cabin Crew Friendly,praise
782,2022,4,First Class,Solo Leisure,London to Doha,Qatar,9,0.7,Yes,"Cabin staff were excellent, Best tasting and presentation I have ever had","cabin staff were excellent, best tasting and presentation i have ever had",6,Cabin Crew Friendly,praise
783,2022,4,First Class,Solo Leisure,Doha to London,Qatar,8,0.6,Yes,"cabin crew were very friendly, entertainment system was tripping","cabin crew were very friendly, entertainment system was tripping",6,Cabin Crew Friendly,praise
784,2022,4,Business Class,Solo Leisure,Sydney to New York via Doha,Australia,7,-0.2,No,excellent service,excellent service,4,Good <-> Excellent/Exceptional,praise
785,2022,4,Economy Class,Solo Leisure,Doha to Kolkata,India,7,0.8,Yes,Ms Khusboo's hospitality and support,ms khusboo's hospitality and support,5,Class Experience,praise
786,2022,4,Business Class,Solo Leisure,Bangkok to Edinburgh via Doha,Thailand,6,-0.7,Yes,seats are extremely comfortable and sleeping is relatively easy,seats are extremely comfortable and sleeping is relatively easy,3,Comfortable Seats,praise
788,2022,3,Business Class,Solo Leisure,Bangkok to Warsaw via Doha,Germany,6,-0.6,Yes,Catering was very good,catering was very good,0,Food: Good/Great,praise
789,2022,3,Business Class,Couple Leisure,Edinburgh to Muscat via Doha,United Kingdom,10,0.95,Yes,comfortable with such excellent service,comfortable with such excellent service,4,Good <-> Excellent/Exceptional,praise
790,2022,3,Economy Class,Couple Leisure,Kuala Lumpur to Washington via Doha,Malaysia,10,0.95,Yes,excellent caring and professional service,excellent caring and professional service,4,Good <-> Excellent/Exceptional,praise
791,2022,3,Economy Class,Family Leisure,Cape Town to Helsinki via Doha,Finland,10,0.9,Yes,air hostesses really made sure that he was catered for,air hostesses really made sure that he was catered for,6,Cabin Crew Friendly,praise
792,2022,3,First Class,Family Leisure,Washington to Beirut via Doha,United States,5,-0.6,No,flight attendants genuinely lovely and warm,flight attendants genuinely lovely and warm,6,Cabin Crew Friendly,praise
793,2022,3,Economy Class,Business,Singapore to Copenhagen via Doha,Denmark,8,0.75,Yes,"IFE top notch and easy to use, FAs are plenty, they pay attention","ife top notch and easy to use, fas are plenty, they pay attention",5,Class Experience,praise
794,2022,3,Business Class,Family Leisure,Riyadh to Milan via Doha,Saudi Arabia,9,0.85,Yes,food is the best in airplane,food is the best in airplane,8,Good <-> Excellent/Exceptional,praise
795,2022,3,Economy Class,Couple Leisure,Milan to Brisbane via Doha,Italy,9,0.9,Yes,excellent service provided,excellent service provided,4,Good <-> Excellent/Exceptional,praise
796,2022,3,Economy Class,Solo Leisure,Johannesburg to Chicago O'Hare via Doha,United States,9,0.85,Yes,"Excellent seats, food, crew","excellent seats, food, crew",3,Comfortable Seats,praise
797,2022,3,Premium Economy,Family Leisure,Dallas Fort Worth to Bangalore via Doha,United States,10,0.9,Yes,very happy with Qatar Airways,very happy with qatar airways,1,Doha Lounge Experience,praise
798,2022,3,Economy Class,Family Leisure,Islamabad to Brussels via Doha,Canada,10,0.95,Yes,Service was amazing,service was amazing,4,Good <-> Excellent/Exceptional,praise
800,2022,3,Business Class,Solo Leisure,Manila to Atlanta via Doha,United States,10,0.95,Yes,"excellent service, great attention to detail","excellent service, great attention to detail",4,Good <-> Excellent/Exceptional,praise
802,2022,3,Economy Class,Business,Copenhagen to Singapore via Doha,Denmark,9,0.8,Yes,"IFE is world class, food good and improving","ife is world class, food good and improving",0,Food: Good/Great,praise
804,2022,2,Economy Class,Business,Cairo to Houston via Doha,United States,10,0.9,Yes,most comfortable flight,most comfortable flight,8,Good <-> Excellent/Exceptional,praise
805,2022,2,Economy Class,Solo Leisure,Kozikhode to Paris via Doha,India,10,0.95,Yes,best quality service from them,best quality service from them,4,Good <-> Excellent/Exceptional,praise
806,2022,2,Business Class,Solo Leisure,Houston to Mumbai via Doha,United States,10,0.9,Yes,Business class is a step above the rest,business class is a step above the rest,5,Class Experience,praise
807,2022,2,Economy Class,Solo Leisure,Johannesburg to Istanbul via Doha,Turkey,10,0.9,Yes,"excellent meals, professionalism, service","excellent meals, professionalism, service",0,Food: Good/Great,praise
808,2022,2,Business Class,Couple Leisure,Manchester to Sydney via Doha,United Kingdom,10,0.9,Yes,staff were delightful and food was superb,staff were delightful and food was superb,2,Friendly & Helpful,praise
809,2022,2,Business Class,Couple Leisure,Dubai to Montreal,Canada,10,0.9,Yes,Staff on both flights were amazing and helpful,staff on both flights were amazing and helpful,8,Good <-> Excellent/Exceptional,praise
810,2022,2,Economy Class,Family Leisure,Helsinki to Singapore via Doha,Singapore,10,0.9,Yes,cabin crew and service was excellent,cabin crew and service was excellent,6,Cabin Crew Friendly,praise
812,2022,2,Business Class,Solo Leisure,Philadelphia to Sialkot via Doha,United States,10,0.95,Yes,Qatar Airways is the best airline in the world,qatar airways is the best airline in the world,1,Doha Lounge Experience,praise
815,2022,2,Business Class,Couple Leisure,London to Bangkok via Doha,United Kingdom,10,0.95,Yes,on board service remains 5-Star,on board service remains 5-star,4,Good <-> Excellent/Exceptional,praise
816,2022,1,Economy Class,Solo Leisure,Dubai to Doha,United Arab Emirates,10,0.9,Yes,"comfortable seats, good food","comfortable seats, good food",3,Comfortable Seats,praise
818,2022,1,Business Class,Family Leisure,Manchester to Colombo via Doha,United Kingdom,7,0.7,No,Sofia's service was outstanding and accommodating.,sofia's service was outstanding and accommodating.,4,Good <-> Excellent/Exceptional,praise
819,2022,1,Economy Class,Couple Leisure,London Heathrow to Auckland via Brisbane,New Zealand,10,0.95,Yes,Qatar Airways did not put a foot wrong,qatar airways did not put a foot wrong,1,Doha Lounge Experience,praise
820,2022,1,Business Class,Couple Leisure,Cairo to Miami via Doha,United States,10,0.9,Yes,"outstanding service, world class airport","outstanding service, world class airport",8,Good <-> Excellent/Exceptional,praise
821,2022,1,Economy Class,Family Leisure,Doha to Medina,United Kingdom,10,0.85,Yes,"Food was great, and the crew service was the best","food was great, and the crew service was the best",0,Food: Good/Great,praise
822,2022,1,Economy Class,Family Leisure,Adelaide to Zurich via Doha,Australia,10,0.95,Yes,"staff were so helpful, brilliant onboard entertainment","staff were so helpful, brilliant onboard entertainment",2,Friendly & Helpful,praise
826,2022,1,Economy Class,Solo Leisure,Seattle to Doha,Canada,8,0.3,Yes,"generous COVID policy, great boarding, staff support","generous covid policy, great boarding, staff support",2,Friendly & Helpful,praise
831,2022,1,Business Class,Business,Brussels to Doha via Dubai,Belgium,8,0.6,Yes,"service was outstanding, good food and drinks in Doha lounge","service was outstanding, good food and drinks in doha lounge",1,Doha Lounge Experience,praise
832,2022,1,Business Class,Business,Dubai to Doha via Brussels,Belgium,10,0.9,Yes,Exceptional friendly service with attention to details,exceptional friendly service with attention to details,4,Good <-> Excellent/Exceptional,praise
833,2022,1,Economy Class,Solo Leisure,Casablanca to Moscow via Doha,Russian Federation,10,0.9,Yes,Everything is over expectations,everything is over expectations,5,Class Experience,praise
835,2021,12,Business Class,Family Leisure,Chicago to Doha,United States,5,-0.3,Yes,"fantastic business class seats, exceptional Doha airport lounge","fantastic business class seats, exceptional doha airport lounge",1,Doha Lounge Experience,praise
836,2021,12,Business Class,Couple Leisure,Abu Dhabi to Brussels via Doha,United Arab Emirates,10,0.95,Yes,"perfect flight, super helpful crew","perfect flight, super helpful crew",8,Good <-> Excellent/Exceptional,praise
837,2021,12,Business Class,Business,Chicago to Doha,United States,10,0.95,Yes,unforgettable and memorable flight,unforgettable and memorable flight,8,Good <-> Excellent/Exceptional,praise
838,2021,12,Economy Class,Family Leisure,Nairobi to Berlin via Doha,Germany,10,0.9,Yes,"Amazing experience, new comfortable aircraft","amazing experience, new comfortable aircraft",8,Good <-> Excellent/Exceptional,praise
