review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_complaint,top_complaint_clean,cluster_id,cluster_label,sentiment_type
655,2022,9,Economy Class,Couple Leisure,Nairobi to Washington via Doha,United States,1,-0.8,No,"customer service issues, no response","customer service issues, no response",0,Poor Customer IFE,complaint
656,2022,9,Economy Class,Couple Leisure,Doha to Sydney,Australia,2,-0.75,No,"ran out of meal choice, screen glitched","ran out of meal choice, screen glitched",1,Poor Food Quality,complaint
657,2022,9,Economy Class,Solo Leisure,Bangkok to Doha,Denmark,8,0.7,Yes,"Miracle Lounge downgraded, food lousy","miracle lounge downgraded, food lousy",9,Lounge Experience,complaint
660,2022,9,Business Class,Couple Leisure,Paris to Doha,Qatar,6,-0.8,Yes,"Food was awful, salmon farmed, lobster raw","food was awful, salmon farmed, lobster raw",1,Poor Food Quality,complaint
667,2022,9,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,Australia,8,0.7,Yes,WiFi not working as advertised,wifi not working as advertised,8,WiFi Issues,complaint
668,2022,8,Business Class,Couple Leisure,Doha to London Heathrow,Qatar,7,0.2,Yes,Children running riot in business class,children running riot in business class,7,Unhelpful/Rude Crew,complaint
669,2022,8,Economy Class,Business,London to Muscat via Doha,United Kingdom,1,-0.95,No,"no support, no luggage, no response","no support, no luggage, no response",3,Baggage Lost,complaint
672,2022,8,Economy Class,Family Leisure,Nairobi to San Diego via Doha,United States,7,-0.3,Yes,Cabin crew inattentive and rude,cabin crew inattentive and rude,7,Unhelpful/Rude Crew,complaint
673,2022,8,Business Class,Solo Leisure,Doha to Singapore,Germany,8,0.8,Yes,no breakfast option at landing time,no breakfast option at landing time,1,Poor Food Quality,complaint
674,2022,8,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,Hong Kong,8,0.8,Yes,Last minute PCR test at airport,last minute pcr test at airport,5,Boarding Experience,complaint
675,2022,8,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,United States,9,0.7,Yes,planes not as modern and spacious as A50s,planes not as modern and spacious as a50s,5,Boarding Experience,complaint
676,2022,8,Economy Class,Solo Leisure,Singapore to Athens via Doha,Greece,5,0.0,No,"Cancelled my original flight, booked me on a flight that I could not take.","cancelled my original flight, booked me on a flight that i could not take.",2,Delayed Flight,complaint
678,2022,8,Economy Class,Solo Leisure,Beirut to Doha,Qatar,3,-0.8,Yes,Missing luggage for 2 hours,missing luggage for 2 hours,3,Baggage Lost,complaint
679,2022,8,Economy Class,Family Leisure,Entebbe to London via Doha,Canada,3,-0.8,No,Baggage didn't arrive with us,baggage didn't arrive with us,3,Baggage Lost,complaint
680,2022,8,Business Class,Solo Leisure,Male to Manchester via Doha,United Kingdom,3,-0.8,No,"poor food, poor entertainment, noisy toilet","poor food, poor entertainment, noisy toilet",1,Poor Food Quality,complaint
681,2022,8,Economy Class,Family Leisure,Entebbe to Madrid via Doha,Spain,6,-0.3,Yes,staff skipped us during service,staff skipped us during service,7,Unhelpful/Rude Crew,complaint
683,2022,8,Business Class,Family Leisure,Singapore to Doha,Qatar,2,-0.8,No,"No WiFI, inedible food","no wifi, inedible food",8,WiFi Issues,complaint
684,2022,8,Economy Class,Couple Leisure,Manchester to Auckland via Doha,New Zealand,1,-0.8,No,Long delays and poor customer service,long delays and poor customer service,0,Poor Customer IFE,complaint
685,2022,8,Business Class,Solo Leisure,London to Bangkok via Doha,United Kingdom,1,-0.8,No,"seat reservation changed, no refund offered","seat reservation changed, no refund offered",4,Uncomfortable Seats,complaint
686,2022,8,Economy Class,Solo Leisure,Nairobi to New York via Doha,United States,1,-0.8,No,"cancelled flight, poor assistance","cancelled flight, poor assistance",2,Delayed Flight,complaint
687,2022,8,Economy Class,Solo Leisure,Doha to Entebbe,United Kingdom,1,-0.8,No,poor handling of delayed baggage delivery,poor handling of delayed baggage delivery,3,Baggage Lost,complaint
688,2022,7,Economy Class,Solo Leisure,Warsaw to Doha,South Africa,1,-0.9,No,"Flight delayed, no communication","flight delayed, no communication",2,Delayed Flight,complaint
689,2022,7,Business Class,Couple Leisure,Athens to Doha,Qatar,4,-0.7,Yes,"poor cabin service, food quality","poor cabin service, food quality",1,Poor Food Quality,complaint
694,2022,7,Economy Class,Solo Leisure,London to Sydney via Doha,United Kingdom,1,-0.8,No,missed connecting flight due to delays,missed connecting flight due to delays,2,Delayed Flight,complaint
695,2022,7,Economy Class,Solo Leisure,Rome to Hong Kong via Doha,Hong Kong,6,-0.8,No,"seat taken by someone else, no solution","seat taken by someone else, no solution",4,Uncomfortable Seats,complaint
696,2022,7,Economy Class,Solo Leisure,Istanbul to Goa via Doha,Ukraine,9,-0.8,No,"Flight delayed, lost luggage, no compensation","flight delayed, lost luggage, no compensation",3,Baggage Lost,complaint
698,2022,7,Economy Class,Solo Leisure,Paris to Tehran via Doha,Iran,3,-0.8,No,Delayed boarding and rescheduled flight,delayed boarding and rescheduled flight,2,Delayed Flight,complaint
699,2022,7,Economy Class,Business,Doha to Phuket,Canada,1,0.0,No,Involuntary Downgrade to Economy class,involuntary downgrade to economy class,0,Poor Customer IFE,complaint
700,2022,7,Economy Class,Business,Bangkok to Istanbul via Doha,Myanmar,2,-0.8,No,"missed luggage, no reimbursement","missed luggage, no reimbursement",3,Baggage Lost,complaint
702,2022,7,Economy Class,Family Leisure,Singapore to Istanbul via Doha,Singapore,4,-0.8,No,"long layover, no recovery efforts","long layover, no recovery efforts",5,Boarding Experience,complaint
703,2022,7,Business Class,Business,Dubai to Montreal via Doha,United Arab Emirates,2,-0.8,No,Flight changes and seat reassignment fees,flight changes and seat reassignment fees,4,Uncomfortable Seats,complaint
705,2022,7,Business Class,Business,Bangkok to Warsaw via Doha,Thailand,6,0.1,Yes,"Qatar lacks consistency, and ground services in Doha are getting worse.","qatar lacks consistency, and ground services in doha are getting worse.",6,Doha Airport Experience,complaint
707,2022,7,Business Class,Family Leisure,Doha to Singapore,Qatar,5,-0.8,No,"cabin staff seemed stressed, food limited","cabin staff seemed stressed, food limited",7,Unhelpful/Rude Crew,complaint
708,2022,7,Business Class,Business,Manila to London via Doha,United Kingdom,6,0.3,Yes,rude crew member demanded video deletion,rude crew member demanded video deletion,7,Unhelpful/Rude Crew,complaint
709,2022,7,Economy Class,Family Leisure,Chennai to Washington via Doha,United States,9,0.85,Yes,crammed aircrafts from US to Doha and Doha to India,crammed aircrafts from us to doha and doha to india,6,Doha Airport Experience,complaint
710,2022,7,Economy Class,Solo Leisure,Jakarta to Doha,Qatar,9,0.7,Yes,seat in this type of aircraft is somehow really tight,seat in this type of aircraft is somehow really tight,4,Uncomfortable Seats,complaint
712,2022,7,First Class,Business,Frankfurt to Brisbane via Doha,Germany,1,-0.8,No,"Lost luggage, no updates","lost luggage, no updates",3,Baggage Lost,complaint
713,2022,7,Economy Class,Family Leisure,Chicago to Doha,Singapore,1,-0.9,No,"seating uncomfortable, crew unfriendly","seating uncomfortable, crew unfriendly",4,Uncomfortable Seats,complaint
714,2022,7,Economy Class,Couple Leisure,Dublin to Bangkok via Doha,Ireland,10,0.9,Yes,Flight delayed for 2 hours,flight delayed for 2 hours,2,Delayed Flight,complaint
715,2022,7,Business Class,Couple Leisure,Philadelphia to Male via Doha,United States,3,-0.3,No,"bags never made it out of Doha, no response from baggage dept","bags never made it out of doha, no response from baggage dept",6,Doha Airport Experience,complaint
716,2022,7,Economy Class,Family Leisure,Amsterdam to Perth via Doha,Netherlands,1,-0.8,No,Missing baggage not resolved,missing baggage not resolved,3,Baggage Lost,complaint
717,2022,7,Business Class,Family Leisure,Kuala Lumpur to Washington via Doha,Brunei,1,-0.8,No,"unwanted stay in Doha, visa issues","unwanted stay in doha, visa issues",6,Doha Airport Experience,complaint
718,2022,7,Economy Class,Couple Leisure,Los Angeles to Nairobi via Doha,United States,1,-0.8,No,"Lost baggage, unresponsive staff","lost baggage, unresponsive staff",3,Baggage Lost,complaint
719,2022,7,Economy Class,Couple Leisure,Auckland to Budapest via Doha,New Zealand,2,-0.7,No,hand luggage sizes not checked consistently,hand luggage sizes not checked consistently,3,Baggage Lost,complaint
720,2022,7,Economy Class,Family Leisure,Doha to Durban,Qatar,1,-0.8,No,delayed flight and missing baggage,delayed flight and missing baggage,3,Baggage Lost,complaint
721,2022,7,Economy Class,Couple Leisure,Bodrum to Johannesburg via Doha,South Africa,1,-0.7,No,seated in different areas,seated in different areas,4,Uncomfortable Seats,complaint
722,2022,7,Economy Class,Solo Leisure,Malaga to Tehran via Doha,United States,3,-0.4,No,"airport staff were rude, not helpful","airport staff were rude, not helpful",7,Unhelpful/Rude Crew,complaint
723,2022,6,Economy Class,Couple Leisure,Sydney to Vienna via Doha,Australia,2,-0.8,No,"Not allowed in Business Lounge, runaround","not allowed in business lounge, runaround",9,Lounge Experience,complaint
724,2022,6,Business Class,Solo Leisure,Doha to London,Thailand,9,0.75,Yes,meal did not match presentation,meal did not match presentation,1,Poor Food Quality,complaint
725,2022,6,Business Class,Solo Leisure,Bangkok to Doha,Thailand,9,0.8,Yes,quality of the food let them down,quality of the food let them down,1,Poor Food Quality,complaint
727,2022,6,Economy Class,Couple Leisure,Warsaw to Brisbane via Doha,Australia,1,-0.8,No,Layover time extended by 18 hours,layover time extended by 18 hours,5,Boarding Experience,complaint
729,2022,6,Economy Class,Solo Leisure,Chengdu to Amman via Doha & Hong Kong,China,9,0.3,Yes,food was not good,food was not good,1,Poor Food Quality,complaint
730,2022,6,Economy Class,Solo Leisure,Brisbane to Brussels via Doha,Australia,2,-0.3,No,mask policy not enforced,mask policy not enforced,0,Poor Customer IFE,complaint
731,2022,6,Business Class,Couple Leisure,Cebu to Zurich via Doha,Philippines,8,-0.3,Yes,food in business class had dropped and was not up to standard,food in business class had dropped and was not up to standard,1,Poor Food Quality,complaint
732,2022,6,Business Class,Solo Leisure,Doha to Atlanta,United States,6,-0.3,No,Older aircraft with poor seat comfort and entertainment system,older aircraft with poor seat comfort and entertainment system,4,Uncomfortable Seats,complaint
735,2022,6,Economy Class,Solo Leisure,Frankfurt to Bangkok via Doha,Thailand,8,0.4,Yes,poor quality of food in Economy,poor quality of food in economy,1,Poor Food Quality,complaint
736,2022,6,Business Class,Couple Leisure,Amsterdam to Bangkok via Doha,Netherlands,4,-0.7,No,"out of champagne, no preferred meal options","out of champagne, no preferred meal options",1,Poor Food Quality,complaint
737,2022,6,Business Class,Solo Leisure,Ho Chi Minh to Manchester via Doha,United Kingdom,5,-0.8,No,Error message every time trying to issue ticket,error message every time trying to issue ticket,0,Poor Customer IFE,complaint
738,2022,6,Business Class,Solo Leisure,Doha to Phuket,Thailand,8,-0.8,Yes,"points forfeited, no notice","points forfeited, no notice",0,Poor Customer IFE,complaint
741,2022,6,Business Class,Solo Leisure,Doha to London,United Kingdom,10,0.9,Yes,struggled to connect with Wi-Fi,struggled to connect with wi-fi,8,WiFi Issues,complaint
744,2022,5,Business Class,Business,Brisbane to Milan via Doha,Australia,5,-0.7,No,"staff ignored me, no bedding provided","staff ignored me, no bedding provided",7,Unhelpful/Rude Crew,complaint
751,2022,5,Business Class,Solo Leisure,London to Bangkok via Doha,Thailand,5,-0.8,No,vegan option was inedible stodge,vegan option was inedible stodge,1,Poor Food Quality,complaint
753,2022,5,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,4,-0.8,No,food on board was very mediocre,food on board was very mediocre,1,Poor Food Quality,complaint
756,2022,5,Economy Class,Couple Leisure,London to Jakarta via Doha,Indonesia,7,0.8,Yes,PCR Test not available on time,pcr test not available on time,0,Poor Customer IFE,complaint
758,2022,5,Economy Class,Solo Leisure,Sydney to Doha,Australia,3,-0.8,No,"indifferent staff, gross seat location","indifferent staff, gross seat location",4,Uncomfortable Seats,complaint
759,2022,5,Business Class,Family Leisure,Amsterdam to Bangkok via Doha,United Kingdom,10,0.95,Yes,missed flight due to luggage issue,missed flight due to luggage issue,3,Baggage Lost,complaint
762,2022,5,Economy Class,Couple Leisure,Toronto to Tehran via Doha,Canada,10,0.85,Yes,delay in takeoff,delay in takeoff,2,Delayed Flight,complaint
767,2022,4,Economy Class,Solo Leisure,Johannesburg to Gatwick via Doha,United Kingdom,1,-0.85,No,"flight delayed, boarding slow, no drinks for hours","flight delayed, boarding slow, no drinks for hours",2,Delayed Flight,complaint
768,2022,4,Business Class,Family Leisure,Adelaide to Doha,Australia,8,0.7,Yes,Q-Suite seems a little cramped.,q-suite seems a little cramped.,0,Poor Customer IFE,complaint
769,2022,4,Economy Class,Family Leisure,London to Doha,United Kingdom,2,-0.8,No,"Unhelpful transfer staff, long stopover delay","unhelpful transfer staff, long stopover delay",5,Boarding Experience,complaint
770,2022,4,Business Class,Solo Leisure,Warsaw to Bangkok via Doha,Thailand,3,-0.7,No,"mediocre seat, no amenity kit","mediocre seat, no amenity kit",4,Uncomfortable Seats,complaint
771,2022,4,Business Class,Business,Johannesburg to Doha,South Africa,4,-0.3,No,service slowed down in air,service slowed down in air,0,Poor Customer IFE,complaint
772,2022,4,Economy Class,Solo Leisure,Cairo to Chicago via Doha,United States,1,-0.8,No,Refused giving us any rooms,refused giving us any rooms,7,Unhelpful/Rude Crew,complaint
776,2022,4,Economy Class,Family Leisure,Seattle to Dubai via Doha,United States,1,-0.8,No,"Delayed flights, missed connecting flight","delayed flights, missed connecting flight",2,Delayed Flight,complaint
781,2022,4,Business Class,Business,Hong Kong to London via Doha,Hong Kong,5,-0.8,No,Rude and poorly informed staff,rude and poorly informed staff,7,Unhelpful/Rude Crew,complaint
782,2022,4,First Class,Solo Leisure,London to Doha,Qatar,9,0.7,Yes,Wi-Fi was very slow,wi-fi was very slow,8,WiFi Issues,complaint
783,2022,4,First Class,Solo Leisure,Doha to London,Qatar,8,0.6,Yes,small portion of halibut,small portion of halibut,0,Poor Customer IFE,complaint
784,2022,4,Business Class,Solo Leisure,Sydney to New York via Doha,Australia,7,-0.2,No,"rock hard bed, no lounge in Sydney","rock hard bed, no lounge in sydney",9,Lounge Experience,complaint
785,2022,4,Economy Class,Solo Leisure,Doha to Kolkata,India,7,0.8,Yes,seat screen not working,seat screen not working,4,Uncomfortable Seats,complaint
786,2022,4,Business Class,Solo Leisure,Bangkok to Edinburgh via Doha,Thailand,6,-0.7,Yes,ground staff persuasion needed for seat change,ground staff persuasion needed for seat change,4,Uncomfortable Seats,complaint
787,2022,3,Economy Class,Family Leisure,Philadelphia to Kathmandu via Doha,United States,5,-0.2,Yes,uncertain layover changes,uncertain layover changes,5,Boarding Experience,complaint
788,2022,3,Business Class,Solo Leisure,Bangkok to Warsaw via Doha,Germany,6,-0.6,Yes,"Aircraft downgrade, no earplugs","aircraft downgrade, no earplugs",0,Poor Customer IFE,complaint
